sizeLoansUSD,sizeCollateralUSD,sizeReimbursementsUSD,numLoansUser,numReimbursementsUser,ratioCollateralToLoans,averageOfDailyCollateralToDebt,numTransactionsUser,MostFrequentTransactionTimeOfDay
-0.23846910083754785,-0.2330648673328958,-0.2043456591334646,-0.3011603155339117,1.0,0.4231410898892652,-0.7710637949575936,-0.27702737147952733,0
-0.22925850487616609,-0.2251836165929234,-0.19432556534497744,-0.15058015776695585,2.0,-0.2928003315074695,-0.28522141649872473,-0.0961503935375679,1
2.252945991349878,2.7413656172338636,1.2274399377854655,0.15058015776695585,2.0,0.2078000604661306,0.2613661621472005,0.12090197999278346,1
1.081378101037411,1.2158296519672884,1.22705494466252,-0.22587023665043376,1.0,0.06234907210312247,0.1065089689750174,-0.20467658030274358,3
0.28008315712990817,0.20669654224708703,0.36070983938914375,0.45174047330086753,13.0,-0.3155214432874891,-0.03986527561703084,1.4593916167632834,2
-0.22424254099273655,-0.2194241070118553,-0.19909660912588678,-0.15058015776695585,3.0,-0.14221524662911206,0.008326861653899816,-0.3132027670679192,1
-0.23858643325968426,-0.23318244553650969,-0.20447290859556544,-0.3011603155339117,1.0,2.4458533223637806,-0.7710637949575936,-0.42172895383309494,0
-0.23846910083754785,-0.2330648673328958,-0.20434472467192472,-0.3011603155339117,1.0,0.4231410898892652,0.3735256674082704,-0.45790434942148683,0
0.13508866073890186,0.042558038305314995,0.04791899163454604,0.22587023665043376,2.0,-0.48223895287991,-0.06512226286449174,-0.0961503935375679,2
-0.23509579370112607,-0.22934155755178953,-0.20066348667129968,-0.3011603155339117,1.0,0.0860223844768459,-0.016553410224543846,-0.42172895383309494,1
-0.2239492035310453,-0.21856355555385024,-0.2013393898118512,0.0,2.0,-0.0825380095209056,-0.044227539064153935,-0.1685011847143517,0
-0.21661593721464148,-0.2000910243062743,-0.1939592973701033,-0.15058015776695585,3.0,0.6829258406086711,0.5829611635149684,-0.3132027670679192,0
-0.2375597734677592,-0.23243778447309915,-0.20447747495448163,-0.07529007888347793,1.0,-0.4196581806788765,-0.4839933846277088,-0.02379960236078411,2
-0.23857615774923718,-0.23324123463831664,-0.20446176460477572,-0.3011603155339117,1.0,-0.8505872421068233,-0.7710637949575936,-0.3493781626563111,1
-0.22688248754386167,-0.21954337391729928,-0.19176544281852123,-0.3011603155339117,1.0,0.17029653884278487,0.2909929898074154,-0.38555355824470305,0
-0.20341603972429537,-0.2011727236638943,-0.16622889818352485,-0.07529007888347793,2.0,-0.2195320443069469,-0.1832673668210862,-0.27702737147952733,3
-0.20781600555441074,-0.2058259168290129,-0.17109881195050908,-0.22587023665043376,1.0,-0.25109632093557305,-0.17927905870146962,-0.38555355824470305,1
0.4595143235055058,0.07087478900899183,0.5230182731716646,0.0,4.0,-0.9400670269606858,-0.47224518932120674,-0.02379960236078411,3
-0.23450911877774352,-0.22726978390771257,-0.20323221765895677,-0.15058015776695585,1.0,0.6089516112406463,-0.09496054604881399,-0.3132027670679192,2
-0.2384691003799514,-0.2330648673328958,-0.20434525757862002,-0.3011603155339117,1.0,0.42313477904678976,0.4351326273198243,-0.42172895383309494,0
-0.23351620479209176,-0.22936507319251231,-0.2037189540875592,0.15058015776695585,4.0,-0.4430710014200896,-0.3990257387620405,0.08472658440439157,0
0.27471358048157546,0.18610142855059728,0.3522132633078704,-0.3011603155339117,1.0,-0.36282709187226087,-0.7710637949575936,-0.42172895383309494,0
